iteration,classifier,accuracy,train-time,test-time
7,gradientdescent,95.99592806243638,5.804962158203125,0.006886959075927734
7,naivebayes-GaussianNB,65.52426196131658,0.1212000846862793,0.20211005210876465
7,naivebayes-MultinomialNB,77.29894808279606,0.024240970611572266,0.008085012435913086
7,naivebayes-ComplementNB,48.761452324397695,0.023166894912719727,0.007718086242675781
7,perceptron,94.84221241940956,0.8018770217895508,0.0061070919036865234
7,logisticregression,95.75839837122497,15.944957971572876,0.006928920745849609
7,gaussianmixture-GaussianMixture,0.0,42.07744002342224,0.35384416580200195
7,gaussianmixture-BayesianGaussianMixture,18.052256532066508,104.24811506271362,0.3943650722503662
7,svm-NuSVC,92.53478113335596,22.95483684539795,17.087877988815308
7,svm-LinearSVC,96.60671869697998,5.985900163650513,0.008720874786376953
7,svm-SVC,94.02782490668477,4.085270881652832,7.312798023223877
7,kneighbors,90.46487953851374,0.010645866394042969,1.1255481243133545
8,gradientdescent,96.09772650152698,6.903840065002441,0.005896806716918945
8,naivebayes-GaussianNB,65.52426196131658,0.11686897277832031,0.19226598739624023
8,naivebayes-MultinomialNB,77.29894808279606,0.02359914779663086,0.00594782829284668
8,naivebayes-ComplementNB,48.761452324397695,0.023504018783569336,0.004817008972167969
8,perceptron,94.84221241940956,0.8260951042175293,0.007641792297363281
8,logisticregression,95.75839837122497,16.15515899658203,0.008115053176879883
8,gaussianmixture-GaussianMixture,21.547336274177127,43.093839168548584,0.41095590591430664
8,gaussianmixture-BayesianGaussianMixture,14.048184594502885,76.04777312278748,0.3780388832092285
8,svm-NuSVC,92.53478113335596,24.365794897079468,17.020291090011597
8,svm-LinearSVC,96.60671869697998,5.621717929840088,0.01572108268737793
8,svm-SVC,94.02782490668477,4.114264011383057,7.338125944137573
8,kneighbors,90.46487953851374,0.009572029113769531,1.02091383934021
9,gradientdescent,95.28333898880217,5.96512508392334,0.005846977233886719
9,naivebayes-GaussianNB,65.52426196131658,0.11513805389404297,0.2147688865661621
9,naivebayes-MultinomialNB,77.29894808279606,0.023406028747558594,0.005873918533325195
9,naivebayes-ComplementNB,48.761452324397695,0.022635936737060547,0.0058710575103759766
9,perceptron,94.84221241940956,0.836859941482544,0.00592803955078125
9,logisticregression,95.75839837122497,17.13168692588806,0.0069200992584228516
9,gaussianmixture-GaussianMixture,10.994231421784866,46.771907806396484,0.35942506790161133
9,gaussianmixture-BayesianGaussianMixture,17.678995588734306,95.80218195915222,0.32813310623168945
9,svm-NuSVC,92.53478113335596,24.009493827819824,16.60217809677124
9,svm-LinearSVC,96.60671869697998,5.524126052856445,0.005918025970458984
9,svm-SVC,94.02782490668477,3.722835063934326,6.939584970474243
9,kneighbors,90.46487953851374,0.01436614990234375,1.0129868984222412
